OrderID,Amount,Tax,Currency,Date,Time,FileName
1433788,9.00 EUR,1.36,EUR,31-10-2024,09:11:09,hds-04-20241031_091110-6841.stm
,,,EUR,,,hds-04-20241030_193726-6514.stm
275514,6.50 EUR,0.99,EUR,31-10-2024,12:27:39,hds-03-20241031_122739-6631.stm
272256,13.50 EUR,2.06,EUR,28-10-2024,10:57:38,hds-03-20241028_105743-6683.stm
274752,2.50 EUR,0.38,EUR,30-10-2024,14:41:06,hds-03-20241030_144107-6798.stm
1429382,,,EUR,30-10-2024,08:22:37,hds-04-20241030_082237-6529.stm
272499,6.00 EUR,0.92,EUR,28-10-2024,12:12:58,hds-04-20241028_121258-6798.stm
271271,5.00 EUR,0.76,EUR,26-10-2024,08:40:16,hds-03-20241026_074016-6631.stm
276640,48.70 EUR,7.43,EUR,01-11-2024,17:55:34,hds-04-20241101_175535-6683.stm
275793,47.30 EUR,7.23,EUR,31-10-2024,17:24:54,hds-03-20241031_172455-6725.stm
1436553,2.30 EUR,0.33,EUR,31-10-2024,15:33:57,hds-04-20241031_153357-6454.stm
,,,EUR,,,hds-04-20241101_112134-6971.stm
,,,EUR,,,hds-04-20241101_161047-6391.stm
1438314,8.50 EUR,1.29,EUR,01-11-2024,11:40:20,hds-04-20241101_114020-6862.stm
,,,EUR,,,hds-04-20241102_103624-6391.stm
273766,1.75 EUR,0.27,EUR,29-10-2024,15:29:53,hds-04-20241029_152953-6544.stm
273332,1.75 EUR,0.27,EUR,29-10-2024,11:42:08,hds-03-20241029_114208-6544.stm
271927,1.80 EUR,0.27,EUR,28-10-2024,06:40:34,hds-04-20241028_064035-6798.stm
,,,EUR,,,hds-03-20241026_123804-6391.stm
,,,EUR,,,hds-03-20241028_113623-6841.stm
,,,EUR,,,hds-03-20241028_094447-6529.stm
272790,10.95 GBP,0.00 GBP[mag][bold: off],EUR,28-10-2024,16:10:25,hds-03-20241028_161025-6775.stm
276751,6.50 EUR,0.99,EUR,01-11-2024,21:53:56,hds-04-20241101_215356-6806.stm
,,,EUR,,,hds-04-20241101_193750-6971.stm
,,,EUR,,,hds-03-20241026_204647-6986.stm
,,,EUR,,,hds-04-20241028_193844-6394.stm
1434510,4.00 EUR,0.60,EUR,31-10-2024,11:53:13,hds-04-20241031_115313-6841.stm
272062,6.80 EUR,1.02,EUR,28-10-2024,09:06:48,hds-04-20241028_090649-6631.stm
271562,68.50 EUR,10.45,EUR,26-10-2024,18:45:12,hds-04-20241026_174512-6514.stm
273747,1.35 GBP,0.23 GBP[mag][bold: off],EUR,29-10-2024,14:52:07,hds-04-20241029_145208-6775.stm
1430746,12.80 EUR,1.95,EUR,30-10-2024,12:08:53,hds-04-20241030_120853-6454.stm
,,,EUR,,,hds-04-20241029_190556-6986.stm
,,,EUR,,,hds-04-20241026_204226-6986.stm
,,,EUR,,,hds-03-20241026_174237-6971.stm
275796,4.00 EUR,0.61,EUR,31-10-2024,17:37:21,hds-04-20241031_173721-6631.stm
,,,EUR,,,hds-03-20241030_130127-6798.stm
271665,5.60 EUR,0.82,EUR,27-10-2024,08:09:37,hds-04-20241027_080938-6631.stm
1435546,7.00 EUR,1.06,EUR,31-10-2024,12:42:16,hds-04-20241031_124216-6841.stm
271820,7.25 EUR,1.11,EUR,27-10-2024,16:08:28,hds-03-20241027_160828-6631.stm
1424173,,,EUR,29-10-2024,08:09:36,hds-04-20241029_080937-6529.stm
271311,6.80 EUR,0.99,EUR,26-10-2024,10:53:37,hds-04-20241026_095337-6798.stm
1424166,15.50 EUR,2.36,EUR,29-10-2024,08:08:24,hds-03-20241029_080824-6862.stm
276575,45.60 EUR,5.96,EUR,01-11-2024,15:56:41,hds-04-20241101_155642-6683.stm
271437,2.30 EUR,0.36,EUR,26-10-2024,14:09:35,hds-03-20241026_130935-6544.stm
,,,EUR,,,hds-03-20241101_150449-7018.stm
276313,13.20 EUR,0.00,EUR,01-11-2024,12:17:21,hds-04-20241101_121722-6683.stm
271984,3.00 EUR,0.46,EUR,28-10-2024,08:04:02,hds-04-20241028_080402-6798.stm
,,,EUR,,,hds-03-20241028_184344-7018.stm
272346,3.00 EUR,0.43,EUR,28-10-2024,11:31:30,hds-03-20241028_113130-6631.stm
,,,EUR,,,hds-03-20241030_152149-6798.stm
,5.10 EUR,0.76,EUR,,,hds-03-20241029_070950-6798.stm
1421637,7.50 EUR,1.14,EUR,28-10-2024,11:20:21,hds-04-20241028_112022-6862.stm
273968,12.20 EUR,1.03,EUR,30-10-2024,08:07:24,hds-03-20241030_080725-6631.stm
271845,2.00 EUR,0.31,EUR,27-10-2024,17:14:20,hds-04-20241027_171420-6806.stm
,,,EUR,,,hds-03-20241026_174937-6986.stm
274831,2.50 EUR,0.38,EUR,30-10-2024,16:37:32,hds-03-20241030_163732-6631.stm
,,,EUR,,,hds-03-20241029_192702-6986.stm
,,,EUR,,,hds-03-20241026_094404-6798.stm
275379,1.80 EUR,0.27,EUR,31-10-2024,11:47:27,hds-03-20241031_114727-6631.stm
,,,EUR,,,hds-03-20241031_130122-6683.stm
1426048,1.00 GBP,0.17 GBP[mag][bold: off],EUR,29-10-2024,12:25:06,hds-03-20241029_122506-6352.stm
273858,11.75 EUR,1.80,EUR,29-10-2024,19:26:50,hds-03-20241029_192650-6544.stm
,,,EUR,,,hds-03-20241026_120102-7018.stm
,,,EUR,,,hds-03-20241029_122610-6789.stm
1420896,6.80 EUR,1.03,EUR,28-10-2024,08:09:11,hds-03-20241028_080911-6841.stm
272088,4.50 EUR,0.69,EUR,28-10-2024,09:28:22,hds-04-20241028_092822-6631.stm
1426778,,,EUR,29-10-2024,13:10:15,hds-03-20241029_131015-6529.stm
1422150,7.50 EUR,1.14,EUR,28-10-2024,12:12:34,hds-04-20241028_121234-6841.stm
272593,6.50 EUR,0.99,EUR,28-10-2024,12:44:02,hds-04-20241028_124403-6605.stm
271304,7.80 EUR,0.96,EUR,26-10-2024,10:44:04,hds-03-20241026_094405-6798.stm
271444,7.75 EUR,1.19,EUR,26-10-2024,14:23:09,hds-03-20241026_132309-6631.stm
1441563,4.50 EUR,0.49,EUR,02-11-2024,10:27:42,hds-04-20241102_102742-6454.stm
,,,EUR,,,hds-03-20241027_132344-7018.stm
274926,2.50 EUR,0.38,EUR,30-10-2024,21:33:19,hds-03-20241030_213319-6806.stm
1434801,6.50 EUR,0.99,EUR,31-10-2024,12:07:58,hds-04-20241031_120758-6862.stm
,,,EUR,,,hds-03-20241029_200306-6986.stm
,,,EUR,,,hds-04-20241026_122603-7018.stm
1424458,1.50 GBP,0.25 GBP[mag][bold: off],EUR,29-10-2024,08:57:12,hds-04-20241029_085712-6352.stm
276328,6.00 EUR,0.92,EUR,01-11-2024,12:22:33,hds-03-20241101_122233-6798.stm
1421696,3.50 EUR,0.53,EUR,28-10-2024,11:36:24,hds-04-20241028_113624-6862.stm
271171,2.50 EUR,0.38,EUR,25-10-2024,18:53:55,hds-03-20241025_175355-6631.stm
,,,EUR,,,hds-03-20241031_192720-6514.stm
271184,2.50 EUR,0.38,EUR,25-10-2024,19:28:28,hds-04-20241025_182829-6631.stm
,,,EUR,,,hds-04-20241026_211428-6986.stm
271555,15.30 EUR,2.33,EUR,26-10-2024,18:33:33,hds-04-20241026_173333-6544.stm
1425133,0.80 EUR,0.12,EUR,29-10-2024,11:11:25,hds-04-20241029_111125-6841.stm
,6.00 EUR,0.31,EUR,,,hds-03-20241026_102917-6970.stm
,,,EUR,,,hds-04-20241027_094757-7018.stm
1430961,3.00 GBP,0.50 GBP[mag][bold: off],EUR,30-10-2024,12:17:18,hds-04-20241030_121718-6352.stm
,,,EUR,,,hds-03-20241029_204732-6986.stm
272737,6.00 EUR,0.92,EUR,28-10-2024,14:50:42,hds-03-20241028_145043-6798.stm
271306,17.00 EUR,2.60,EUR,26-10-2024,10:48:05,hds-03-20241026_094806-6798.stm
,,,EUR,,,hds-04-20241029_175549-6986.stm
276756,6.00 EUR,0.92,EUR,01-11-2024,22:15:35,hds-04-20241101_221535-6806.stm
,,,EUR,,,hds-03-20241030_173124-6798.stm
,,,EUR,,,hds-03-20241028_145042-6798.stm
,,,EUR,,,hds-03-20241101_172550-6798.stm
,,,EUR,,,hds-03-20241031_133905-6798.stm
271443,10.50 EUR,1.57,EUR,26-10-2024,14:21:52,hds-04-20241026_132153-6631.stm
271801,4.70 EUR,0.72,EUR,27-10-2024,15:29:21,hds-04-20241027_152922-6631.stm
,,,EUR,,,hds-03-20241031_211800-7018.stm
1424613,6.50 EUR,2.70,EUR,29-10-2024,09:16:52,hds-04-20241029_091653-6841.stm
1436069,2.50 EUR,0.38,EUR,31-10-2024,13:23:56,hds-03-20241031_132356-6862.stm
,,,EUR,,,hds-03-20241101_120448-7018.stm
273712,3.15 GBP,0.00 GBP[mag][bold: off],EUR,29-10-2024,14:17:09,hds-03-20241029_141709-6775.stm
276852,40.50 EUR,6.18,EUR,02-11-2024,10:15:21,hds-04-20241102_101522-6683.stm
,,,EUR,,,hds-04-20241031_131313-6789.stm
1427044,3.00 EUR,0.46,EUR,29-10-2024,13:47:55,hds-03-20241029_134755-6862.stm
275930,9.80 EUR,1.50,EUR,01-11-2024,08:14:12,hds-04-20241101_081412-6798.stm
273344,6.35 GBP,0.00 GBP[mag][bold: off],EUR,29-10-2024,11:46:38,hds-04-20241029_114638-6775.stm
1431142,2.00 GBP,0.33 GBP[mag][bold: off],EUR,30-10-2024,12:26:23,hds-04-20241030_122623-6352.stm
272975,4.50 EUR,0.46,EUR,29-10-2024,08:28:41,hds-04-20241029_082841-6798.stm
276396,1.35 GBP,0.23 GBP[mag][bold: off],EUR,01-11-2024,12:52:36,hds-03-20241101_125237-6775.stm
1439875,10.00 EUR,1.53,EUR,01-11-2024,14:38:01,hds-03-20241101_143801-6862.stm
,,,EUR,,,hds-03-20241028_104229-6798.stm
1422971,,,EUR,28-10-2024,13:29:02,hds-04-20241028_132902-6529.stm
272406,11.60 EUR,1.30,EUR,28-10-2024,11:52:49,hds-04-20241028_115249-6798.stm
,,,EUR,,,hds-04-20241028_212715-7018.stm
1433554,6.30 EUR,0.96,EUR,31-10-2024,08:43:35,hds-03-20241031_084336-6841.stm
1421251,6.00 EUR,0.91,EUR,28-10-2024,09:34:07,hds-04-20241028_093407-6862.stm
273761,5.00 EUR,0.76,EUR,29-10-2024,15:17:46,hds-04-20241029_151746-6631.stm
276218,30.30 EUR,4.63,EUR,01-11-2024,11:31:16,hds-03-20241101_113116-6544.stm
1416819,7.90 EUR,1.21,EUR,25-10-2024,18:20:53,hds-03-20241025_172053-6454.stm
274549,9.20 EUR,1.38,EUR,30-10-2024,12:31:47,hds-04-20241030_123148-6798.stm
,,,EUR,,,hds-04-20241030_222125-6631.stm
273498,13.65 EUR,2.09,EUR,29-10-2024,12:25:19,hds-04-20241029_122519-6544.stm
275873,1.50 EUR,0.23,EUR,01-11-2024,06:37:37,hds-04-20241101_063738-6798.stm
274369,46.00 EUR,7.02,EUR,30-10-2024,11:37:09,hds-04-20241030_113709-6683.stm
273151,18.30 EUR,2.11,EUR,29-10-2024,10:32:00,hds-04-20241029_103201-6798.stm
1422616,1.00 GBP,0.17 GBP[mag][bold: off],EUR,28-10-2024,12:43:15,hds-03-20241028_124315-6352.stm
271385,12.00 EUR,1.83,EUR,26-10-2024,13:00:34,hds-04-20241026_120034-6631.stm
272443,6.50 EUR,0.99,EUR,28-10-2024,12:01:41,hds-04-20241028_120142-6798.stm
275778,7.05 EUR,1.08,EUR,31-10-2024,16:41:17,hds-03-20241031_164117-6544.stm
,,,EUR,,,hds-03-20241031_131628-7018.stm
1433905,,,EUR,31-10-2024,09:28:55,hds-03-20241031_092855-6529.stm
,,,EUR,,,hds-03-20241101_075942-6841.stm
,,,EUR,,,hds-04-20241029_103200-6798.stm
1424915,1.75 GBP,0.00 GBP[mag][bold: off],EUR,29-10-2024,10:22:59,hds-04-20241029_102259-6352.stm
,,,EUR,,,hds-04-20241102_081827-6798.stm
1433538,1.00 GBP,0.17 GBP[mag][bold: off],EUR,31-10-2024,08:41:11,hds-03-20241031_084111-6352.stm
,,,EUR,,,hds-03-20241031_122423-6529.stm
,,,EUR,,,hds-04-20241026_075013-6798.stm
,,,EUR,,,hds-03-20241101_190331-6725.stm
,,,EUR,,,hds-04-20241026_125048-6391.stm
,,,EUR,,,hds-04-20241028_114628-6798.stm
1437212,0.80 EUR,0.12,EUR,01-11-2024,06:46:05,hds-03-20241101_064605-6841.stm
272382,7.30 EUR,1.11,EUR,28-10-2024,11:42:01,hds-04-20241028_114202-6798.stm
,,,EUR,,,hds-03-20241026_111508-6684.stm
271548,2.50 EUR,0.37,EUR,26-10-2024,18:24:40,hds-04-20241026_172440-6631.stm
,,,EUR,,,hds-03-20241028_133744-6841.stm
,,,EUR,,,hds-03-20241026_113645-7018.stm
275581,2.10 GBP,0.00 GBP[mag][bold: off],EUR,31-10-2024,12:51:49,hds-04-20241031_125149-6775.stm
,,,EUR,,,hds-03-20241029_183112-6986.stm
1420165,3.00 EUR,0.46,EUR,27-10-2024,14:26:57,hds-03-20241027_142657-6454.stm
272133,16.50 GBP,0.00 GBP[mag][bold: off],EUR,28-10-2024,09:54:19,hds-04-20241028_095424-6391.stm
,,,EUR,,,hds-03-20241029_184720-7018.stm
274049,2.50 EUR,0.38,EUR,30-10-2024,09:11:32,hds-03-20241030_091134-6631.stm
,,,EUR,,,hds-03-20241101_125826-6798.stm
1434396,6.50 EUR,0.99,EUR,31-10-2024,11:26:18,hds-04-20241031_112618-6862.stm
1432584,10.70 EUR,1.24,EUR,30-10-2024,17:24:45,hds-03-20241030_172445-6454.stm
276709,6.45 EUR,0.98,EUR,01-11-2024,20:18:44,hds-03-20241101_201844-6544.stm
,,,EUR,,,hds-03-20241028_093819-6798.stm
,,,EUR,,,hds-03-20241026_203907-6986.stm
,,,EUR,,,hds-03-20241026_172943-6394.stm
,,,EUR,,,hds-03-20241026_104738-6798.stm
,,,EUR,,,hds-04-20241101_150212-6391.stm
274969,6.00 EUR,0.69,EUR,31-10-2024,07:36:39,hds-03-20241031_073640-6798.stm
272665,2.50 EUR,0.37,EUR,28-10-2024,13:17:21,hds-03-20241028_131722-6631.stm
,,,EUR,,,hds-04-20241028_090038-6529.stm
276298,16.90 GBP,0.00 GBP[mag][bold: off],EUR,01-11-2024,12:13:21,hds-03-20241101_121321-6775.stm
1426152,2.00 GBP,0.33 GBP[mag][bold: off],EUR,29-10-2024,12:30:25,hds-04-20241029_123025-6352.stm
,,,EUR,,,hds-03-20241030_092915-6798.stm
1437446,,,EUR,01-11-2024,08:25:13,hds-03-20241101_082513-6529.stm
276855,1.50 EUR,0.21,EUR,02-11-2024,10:21:00,hds-03-20241102_102100-6631.stm
273125,4.00 EUR,0.59,EUR,29-10-2024,10:10:52,hds-04-20241029_101052-6631.stm
,,,EUR,,,hds-03-20241031_121900-6789.stm
271469,10.50 EUR,1.57,EUR,26-10-2024,15:27:22,hds-03-20241026_142722-6631.stm
271175,2.05 EUR,0.32,EUR,25-10-2024,19:01:30,hds-03-20241025_180130-6544.stm
272799,5.00 EUR,0.76,EUR,28-10-2024,16:43:46,hds-04-20241028_164346-6631.stm
272622,5.00 EUR,0.76,EUR,28-10-2024,12:56:52,hds-04-20241028_125653-6798.stm
,,,EUR,,,hds-04-20241026_083029-6798.stm
271914,2.50 EUR,0.38,EUR,27-10-2024,21:41:41,hds-04-20241027_214141-6631.stm
,,,EUR,,,hds-03-20241027_154609-6806.stm
1421593,8.00 EUR,1.22,EUR,28-10-2024,11:07:27,hds-03-20241028_110727-6841.stm
271558,6.00 EUR,0.92,EUR,26-10-2024,18:37:12,hds-04-20241026_173712-6631.stm
276174,3.20 EUR,0.49,EUR,01-11-2024,10:59:42,hds-04-20241101_105943-6798.stm
273853,4.10 EUR,0.63,EUR,29-10-2024,19:15:45,hds-04-20241029_191546-6544.stm
275548,3.60 EUR,0.55,EUR,31-10-2024,12:40:52,hds-03-20241031_124053-6631.stm
,,,EUR,,,hds-04-20241028_165135-6391.stm
,,,EUR,,,hds-04-20241028_125652-6798.stm
,,,EUR,,,hds-03-20241029_071518-6798.stm
,,,EUR,,,hds-04-20241029_100007-6841.stm
1440493,7.40 EUR,0.83,EUR,01-11-2024,18:46:47,hds-04-20241101_184647-6454.stm
272761,3.20 EUR,0.49,EUR,28-10-2024,15:11:34,hds-03-20241028_151135-6798.stm
,,,EUR,,,hds-04-20241030_190755-6394.stm
,,,EUR,,,hds-03-20241028_110549-6971.stm
272741,2.80 EUR,0.43,EUR,28-10-2024,14:55:10,hds-04-20241028_145510-6631.stm
276052,10.80 EUR,1.64,EUR,01-11-2024,09:46:19,hds-03-20241101_094640-6683.stm
,,,EUR,,,hds-03-20241031_151815-6798.stm
1436733,1.30 EUR,0.20,EUR,31-10-2024,18:06:48,hds-03-20241031_180648-6454.stm
271493,6.00 EUR,inf,EUR,26-10-2024,16:21:44,hds-04-20241026_152144-6631.stm
,,,EUR,,,hds-04-20241101_144056-7018.stm
,,,EUR,,,hds-03-20241029_152227-6798.stm
,,,EUR,,,hds-03-20241028_113638-6798.stm
,,,EUR,,,hds-03-20241028_151134-6798.stm
276795,4.00 EUR,0.61,EUR,02-11-2024,08:35:18,hds-04-20241102_083519-6631.stm
271728,2.50 EUR,0.38,EUR,27-10-2024,11:44:35,hds-03-20241027_114435-6631.stm
272849,2.95 EUR,0.45,EUR,28-10-2024,18:48:52,hds-03-20241028_184853-6725.stm
275872,5.00 EUR,0.76,EUR,01-11-2024,06:36:45,hds-04-20241101_063646-6798.stm
1420999,0.80 EUR,0.12,EUR,28-10-2024,08:36:04,hds-04-20241028_083604-6841.stm
,,,EUR,,,hds-03-20241102_092937-6798.stm
,,,EUR,,,hds-04-20241028_224635-6544.stm
1419961,4.60 EUR,0.70,EUR,27-10-2024,13:15:36,hds-04-20241027_131536-6454.stm
276089,4.00 EUR,0.61,EUR,01-11-2024,10:16:36,hds-03-20241101_101637-6631.stm
274948,5.50 EUR,0.84,EUR,31-10-2024,07:00:49,hds-03-20241031_070049-6798.stm
272103,20.65 GBP,0.00 GBP[mag][bold: off],EUR,28-10-2024,09:38:46,hds-03-20241028_093846-6775.stm
,,,EUR,,,hds-03-20241029_123254-7018.stm
,,,EUR,,,hds-04-20241101_090148-6841.stm
276653,8.30 EUR,1.27,EUR,01-11-2024,18:30:23,hds-03-20241101_183023-6544.stm
1423074,,,EUR,28-10-2024,13:50:44,hds-03-20241028_135044-6529.stm
1420903,1.75 GBP,0.00 GBP[mag][bold: off],EUR,28-10-2024,08:13:22,hds-03-20241028_081322-6352.stm
1434313,8.50 EUR,1.29,EUR,31-10-2024,11:06:17,hds-04-20241031_110617-6862.stm
,,,EUR,,,hds-03-20241030_080617-6798.stm
,,,EUR,,,hds-03-20241031_132653-6529.stm
1419963,0.00 EUR,0.00,EUR,27-10-2024,13:15:37,hds-04-20241027_131537-6454.stm
,,,EUR,,,hds-03-20241026_101132-6391.stm
,10.80 GBP,0.54 GBP[mag][bold: off],EUR,,,hds-04-20241030_101355-6471.stm
,,,EUR,,,hds-03-20241026_103840-7018.stm
272983,6.00 EUR,0.92,EUR,29-10-2024,08:34:09,hds-04-20241029_083409-6798.stm
1434775,3.50 EUR,0.53,EUR,31-10-2024,12:07:13,hds-03-20241031_120713-6862.stm
271105,11.30 EUR,1.68,EUR,25-10-2024,16:20:46,hds-03-20241025_152047-6631.stm
1434735,,,EUR,31-10-2024,12:06:00,hds-04-20241031_120600-6529.stm
276622,21.20 EUR,3.23,EUR,01-11-2024,17:25:53,hds-03-20241101_172603-6683.stm
,,,EUR,,,hds-03-20241028_130823-6789.stm
271372,7.90 GBP,0.00 GBP[mag][bold: off],EUR,26-10-2024,12:34:54,hds-03-20241026_113501-6391.stm
1433976,2.00 EUR,0.31,EUR,31-10-2024,09:43:21,hds-03-20241031_094321-6841.stm
,,,EUR,,,hds-04-20241029_211342-7018.stm
,,,EUR,,,hds-04-20241031_194210-7018.stm
276735,3.50 EUR,0.53,EUR,01-11-2024,21:16:20,hds-03-20241101_211620-6806.stm
276599,3.00 EUR,0.44,EUR,01-11-2024,16:43:56,hds-03-20241101_164356-6631.stm
,,,EUR,,,hds-04-20241028_104953-6798.stm
271186,8.00 EUR,1.19,EUR,25-10-2024,19:31:08,hds-03-20241025_183108-6631.stm
275899,3.50 EUR,0.53,EUR,01-11-2024,07:38:41,hds-04-20241101_073842-6798.stm
,,,EUR,,,hds-04-20241029_102617-6798.stm
,,,EUR,,,hds-03-20241028_114059-6798.stm
,,,EUR,,,hds-03-20241028_095419-6391.stm
1432578,2.50 EUR,0.37,EUR,30-10-2024,17:19:40,hds-04-20241030_171940-6454.stm
,,,EUR,,,hds-04-20241029_133654-7018.stm
1434566,8.00 EUR,1.22,EUR,31-10-2024,12:00:20,hds-03-20241031_120020-6862.stm
1435012,,,EUR,31-10-2024,12:15:52,hds-04-20241031_121552-6529.stm
1431161,7.00 EUR,1.07,EUR,30-10-2024,12:27:52,hds-03-20241030_122752-6862.stm
,49.50 EUR,6.77,EUR,,,hds-03-20241026_121500-6970.stm
,,,EUR,,,hds-03-20241029_185421-6986.stm
,,,EUR,,,hds-03-20241030_165357-6391.stm
,,,EUR,,,hds-04-20241028_112557-6798.stm
,,,EUR,,,hds-03-20241028_103956-6684.stm
274413,7.00 EUR,1.07,EUR,30-10-2024,11:53:31,hds-03-20241030_115332-6798.stm
1418870,10.80 EUR,1.64,EUR,26-10-2024,22:01:55,hds-04-20241026_210155-6454.stm
,,,EUR,,,hds-03-20241028_133507-6798.stm
272492,10.40 GBP,0.00 GBP[mag][bold: off],EUR,28-10-2024,12:10:46,hds-03-20241028_121059-6391.stm
272529,7.80 EUR,1.18,EUR,28-10-2024,12:22:54,hds-04-20241028_122255-6798.stm
273666,4.15 GBP,0.00 GBP[mag][bold: off],EUR,29-10-2024,13:34:22,hds-04-20241029_133422-6775.stm
,,,EUR,,,hds-04-20241031_131700-6841.stm
,,,EUR,,,hds-03-20241031_122632-6529.stm
272887,3.50 EUR,0.52,EUR,28-10-2024,21:56:32,hds-04-20241028_215632-6631.stm
276523,3.90 GBP,0.00 GBP[mag][bold: off],EUR,01-11-2024,14:24:40,hds-03-20241101_142440-6775.stm
,,,EUR,,,hds-03-20241030_185245-6605.stm
271838,18.80 EUR,2.88,EUR,27-10-2024,16:55:41,hds-03-20241027_165542-6544.stm
272664,14.00 EUR,inf,EUR,28-10-2024,13:15:41,hds-03-20241028_131541-6798.stm
271879,5.22 EUR,0.80,EUR,27-10-2024,18:37:35,hds-04-20241027_183735-6544.stm
1435266,2.00 GBP,0.33 GBP[mag][bold: off],EUR,31-10-2024,12:26:51,hds-04-20241031_122652-6352.stm
273903,3.70 EUR,0.56,EUR,30-10-2024,06:53:15,hds-03-20241030_065315-6798.stm
271195,16.90 EUR,2.58,EUR,25-10-2024,19:45:13,hds-03-20241025_184514-6725.stm
276701,12.10 EUR,1.84,EUR,01-11-2024,20:03:36,hds-04-20241101_200336-6631.stm
1426509,,,EUR,29-10-2024,12:51:16,hds-04-20241029_125116-6529.stm
,,,EUR,,,hds-04-20241030_100430-6529.stm
,,,EUR,,,hds-04-20241101_162347-7018.stm
,,,EUR,,,hds-03-20241025_172803-7018.stm
,,,EUR,,,hds-03-20241029_091229-6798.stm
,,,EUR,,,hds-03-20241030_113002-6529.stm
274863,15.35 EUR,2.34,EUR,30-10-2024,17:38:36,hds-04-20241030_173837-6544.stm
271901,0.00 EUR,0.00,EUR,27-10-2024,20:06:33,hds-04-20241027_200633-6631.stm
,,,EUR,,,hds-03-20241101_105534-6798.stm
,,,EUR,,,hds-04-20241026_175909-6986.stm
1434550,17.95 EUR,2.74,EUR,31-10-2024,11:58:53,hds-03-20241031_115853-6862.stm
,,,EUR,,,hds-03-20241026_161942-6684.stm
273755,4.00 EUR,0.59,EUR,29-10-2024,15:04:17,hds-03-20241029_150417-6631.stm
271709,2.00 EUR,0.31,EUR,27-10-2024,10:49:16,hds-03-20241027_104917-6631.stm
276167,2.50 EUR,0.38,EUR,01-11-2024,10:55:34,hds-03-20241101_105535-6798.stm
1437144,3.20 EUR,0.49,EUR,31-10-2024,22:39:25,hds-04-20241031_223925-6952.stm
,,,EUR,,,hds-04-20241027_174615-6725.stm
1437325,2.50 EUR,0.38,EUR,01-11-2024,07:37:30,hds-04-20241101_073730-6862.stm
,,,EUR,,,hds-04-20241030_124244-6514.stm
,,,EUR,,,hds-03-20241031_121214-6529.stm
1420277,2.00 EUR,0.31,EUR,27-10-2024,15:08:14,hds-03-20241027_150814-6454.stm
,,,EUR,,,hds-04-20241027_181945-6901.stm
,,,EUR,,,hds-04-20241029_203456-7018.stm
,,,EUR,,,hds-04-20241101_161113-7018.stm
1441499,61.95 EUR,9.45,EUR,02-11-2024,09:55:45,hds-04-20241102_095545-6952.stm
275747,34.00 EUR,5.19,EUR,31-10-2024,15:33:13,hds-04-20241031_153314-6683.stm
,,,EUR,,,hds-04-20241030_120504-6789.stm
,,,EUR,,,hds-03-20241026_073319-6798.stm
271833,3.50 EUR,0.52,EUR,27-10-2024,16:46:27,hds-04-20241027_164627-6631.stm
275572,15.50 EUR,2.37,EUR,31-10-2024,12:46:49,hds-04-20241031_124650-6798.stm
1438189,4.00 EUR,0.61,EUR,01-11-2024,11:11:45,hds-03-20241101_111145-6841.stm
,,,EUR,,,hds-04-20241029_121410-6683.stm
271569,14.95 EUR,2.28,EUR,26-10-2024,18:51:55,hds-04-20241026_175155-6725.stm
273802,4.30 EUR,0.65,EUR,29-10-2024,16:35:21,hds-04-20241029_163521-6631.stm
1422973,3.00 EUR,0.46,EUR,28-10-2024,13:29:27,hds-03-20241028_132927-6862.stm
1420703,6.99 EUR,1.07,EUR,27-10-2024,22:21:07,hds-03-20241027_222107-6953.stm
,,,EUR,,,hds-04-20241031_124921-6789.stm
276853,1.00 EUR,0.15,EUR,02-11-2024,10:16:49,hds-03-20241102_101649-6631.stm
,,,EUR,,,hds-04-20241027_155516-6725.stm
271788,20.05 EUR,3.06,EUR,27-10-2024,14:42:19,hds-04-20241027_144220-6544.stm
1431895,,,EUR,30-10-2024,13:25:07,hds-04-20241030_132507-6529.stm
271578,77.95 EUR,11.89,EUR,26-10-2024,18:59:13,hds-04-20241026_175913-6514.stm
,,,EUR,,,hds-04-20241031_084335-6841.stm
1439386,8.00 EUR,1.22,EUR,01-11-2024,13:13:00,hds-03-20241101_131300-6862.stm
276489,22.60 EUR,3.45,EUR,01-11-2024,13:54:46,hds-03-20241101_135447-6683.stm
1439014,,,EUR,01-11-2024,12:36:20,hds-04-20241101_123621-6529.stm
1430870,,,EUR,30-10-2024,12:13:52,hds-03-20241030_121352-6529.stm
271934,20.00 EUR,3.06,EUR,28-10-2024,07:14:16,hds-03-20241028_071417-6798.stm
,,,EUR,,,hds-03-20241029_181958-7018.stm
271814,12.95 EUR,1.98,EUR,27-10-2024,15:55:16,hds-04-20241027_155517-6725.stm
,,,EUR,,,hds-03-20241029_165616-7018.stm
273664,5.40 GBP,0.00 GBP[mag][bold: off],EUR,29-10-2024,13:32:51,hds-04-20241029_133251-6775.stm
271197,9.90 EUR,1.51,EUR,25-10-2024,19:50:13,hds-04-20241025_185013-6631.stm
271296,19.80 EUR,3.00,EUR,26-10-2024,10:24:19,hds-03-20241026_092420-6605.stm
271103,9.70 EUR,1.48,EUR,25-10-2024,16:16:06,hds-03-20241025_151606-6631.stm
274315,3.15 GBP,0.06 GBP[mag][bold: off],EUR,30-10-2024,11:21:23,hds-04-20241030_112124-6775.stm
1426836,1.00 GBP,0.17 GBP[mag][bold: off],EUR,29-10-2024,13:16:04,hds-03-20241029_131604-6352.stm
